sembol,tarih,puan,karar,puan_eski,siskinlik,giris_skoru,getiri_5g,getiri_10g,getiri_20g
A1CAP,2024-07-04,33.8,🔴 UZAK DUR / SAT,33.8,0.0,50.0,3.6242621941316333,2.2929007517415334,-1.0354984456060867
A1CAP,2024-07-11,38.3,🔴 UZAK DUR / SAT,38.3,0.0,50.0,-1.2847970293828337,-3.21199682789276,-8.63669161467746
A1CAP,2024-07-19,38.3,🔴 UZAK DUR / SAT,38.3,0.0,50.0,-1.9522826682365824,-3.2537929542397537,-5.567608172947425
A1CAP,2024-07-26,35.3,🔴 UZAK DUR / SAT,35.3,0.0,50.0,-1.3274253816631498,-5.604718156173316,-4.79350594182727
A1CAP,2024-08-02,32.5,🔴 UZAK DUR / SAT,32.5,0.0,50.0,-4.334834467484638,-2.391634038545043,-2.3168921337731296
A1CAP,2024-08-09,31.8,🔴 UZAK DUR / SAT,32.53,6.1,59.9,2.0312518335413587,0.8593779249350231,2.0312518335413587
A1CAP,2024-08-16,41.6,🟠 ZAYIF / BEKLE,41.6,0.0,62.0,-1.1485440858044038,0.07657325684709004,0.6125586713257469
A1CAP,2024-08-23,40.1,🟠 ZAYIF / BEKLE,40.1,0.0,62.0,1.2393518449691943,1.1618888919565862,4.260259270507483
A1CAP,2024-09-02,43.1,🟠 ZAYIF / BEKLE,43.1,0.0,62.0,-0.07651466707454535,0.535575307023195,0.6120899740977404
A1CAP,2024-09-09,48.2,🟠 ZAYIF / BEKLE,48.2,0.0,62.0,0.6125586713257469,3.0627842288117435,2.6799362002102756
A1CAP,2024-09-16,48.2,🟠 ZAYIF / BEKLE,48.2,0.0,62.0,2.4353078679672846,0.07610705647318472,-6.240488318986637
A1CAP,2024-09-23,53.6,🟡 İZLE / TUT,53.6,0.0,62.0,-2.3031129213131885,-0.3714706831046799,-6.686472295884194
A1CAP,2024-09-30,45.2,🟠 ZAYIF / BEKLE,45.2,0.0,62.0,1.9771789009538576,-6.311791656619247,-5.9315638988960195
A1CAP,2024-10-07,50.9,🟠 ZAYIF / BEKLE,52.61,14.2,57.0,-8.128260309714808,-6.338547458321864,-12.229673370981898
A1CAP,2024-10-14,35.9,🔴 UZAK DUR / SAT,37.199999999999996,10.9,58.2,1.9480559064477987,0.40584377100012503,-3.814939188264077
A1CAP,2024-10-21,39.1,🔴 UZAK DUR / SAT,41.5,20.0,55.0,-1.5127430550150867,-6.289808403343478,-5.9713411765956455
A1CAP,2024-10-28,40.1,🟠 ZAYIF / BEKLE,42.5,20.0,55.0,-4.850440043219873,-4.203722413698063,-2.4252200216099418
A1CAP,2024-11-05,36.0,🔴 UZAK DUR / SAT,38.4,20.0,55.0,0.6796853604110975,0.33984268020554875,3.908241463521356
A1CAP,2024-11-12,35.6,🔴 UZAK DUR / SAT,35.6,0.0,62.0,-0.3375484130576978,1.8565464513857544,8.52321311805242
A1CAP,2024-11-19,37.7,🔴 UZAK DUR / SAT,37.7,0.0,62.0,2.2015260807922044,3.556312914191717,5.419137239670024
A1CAP,2024-11-26,40.7,🟠 ZAYIF / BEKLE,40.7,0.0,62.0,1.3256033303539194,6.54515286344266,1.822697171865828
A1CAP,2024-12-03,40.7,🟠 ZAYIF / BEKLE,40.7,0.0,62.0,5.151264203255046,1.7988515359965263,14.47260174897469
A1CAP,2024-12-10,46.2,🟠 ZAYIF / BEKLE,47.650000000000006,12.1,57.8,-3.1881810386781284,-4.432351509814369,1.6329725846446097
A1CAP,2024-12-17,53.6,🟡 İZLE / TUT,53.6,0.0,62.0,-1.2851431617386666,12.449796851093819,0.6425715808693333
A1CAP,2024-12-24,49.6,🟠 ZAYIF / BEKLE,49.6,0.0,62.0,13.913751640582728,6.346629000798187,1.708708554037841
A1CAP,2024-12-31,49.6,🟠 ZAYIF / BEKLE,54.64,42.0,50.3,-6.642852623851859,-10.49999697719296,-12.499996806893975
A1CAP,2025-01-08,51.2,🟠 ZAYIF / BEKLE,51.2,0.0,50.0,-4.1316004845351255,-4.361135364925895,-9.487380917265742
A1CAP,2025-01-15,48.3,🟠 ZAYIF / BEKLE,48.3,0.0,50.0,-0.23942704952922833,-2.2346366057567124,-7.821232877103313
A1CAP,2025-01-22,48.6,🟠 ZAYIF / BEKLE,48.6,0.0,50.0,-1.9999980926513672,-5.360002517700191,-8.800001144409176
A1CAP,2025-01-29,37.9,🔴 UZAK DUR / SAT,40.3,20.0,43.0,-3.4285758771978925,-5.7142898848730255,-11.836732906482993
A1CAP,2025-02-05,40.6,🟠 ZAYIF / BEKLE,42.69,17.4,43.9,-2.366863726446211,-3.6348253573784794,-4.268801134412959
A1CAP,2025-02-12,39.1,🔴 UZAK DUR / SAT,41.5,20.0,43.0,-1.298700092333016,-6.49350046166508,9.307366143446249
A1CAP,2025-02-19,36.4,🔴 UZAK DUR / SAT,38.8,20.0,43.0,-5.263152941442195,-0.6578888892025958,5.701759476851076
A1CAP,2025-02-26,31.1,🔴 UZAK DUR / SAT,33.5,20.0,43.0,4.861111800979656,16.898147918191974,10.41666183758685
A1CAP,2025-03-05,35.4,🔴 UZAK DUR / SAT,37.8,20.0,43.0,11.479027744868775,6.40176486581876,8.167767514843781
A1CAP,2025-03-12,44.8,🟠 ZAYIF / BEKLE,47.47,22.2,42.2,-4.554455651218847,-5.544558400652355,-6.732676034580798
A1CAP,2025-03-19,38.7,🔴 UZAK DUR / SAT,39.260000000000005,4.7,48.4,-1.0373483185505572,1.6597493953715015,-1.452285667393427
A1CAP,2025-03-26,38.8,🔴 UZAK DUR / SAT,38.97,1.4,49.5,2.7253692863886902,-1.2578604406595195,-4.61215494908489
A1CAP,2025-04-04,44.3,🟠 ZAYIF / BEKLE,44.3,0.0,50.0,-3.8775521127048407,-3.061226376490178,3.8775521127048407
A1CAP,2025-04-11,36.6,🔴 UZAK DUR / SAT,39.0,20.0,43.0,0.8492560834195695,-3.397024333678289,23.779190583610198
A1CAP,2025-04-18,37.2,🔴 UZAK DUR / SAT,37.2,0.0,50.0,-4.210522300318664,7.15789794921875,55.15789232755963
A1CAP,2025-04-28,39.0,🔴 UZAK DUR / SAT,39.0,0.0,50.0,11.868130532227795,28.13186108382253,41.97801686473399
A1CAP,2025-05-06,58.8,🟡 İZLE / TUT,58.8,0.0,50.0,14.53830548004853,44.79370657409469,35.952846146294014
A1CAP,2025-05-13,59.1,🟡 İZLE / TUT,66.76,63.9,42.6,26.415094030980192,10.806177061498733,39.96569389704048
A1CAP,2025-05-21,61.7,🟡 İZLE / TUT,72.5,90.0,21.5,-12.347352259735855,-6.105831970864406,10.9905078995161
A1CAP,2025-05-28,59.8,🟡 İZLE / TUT,64.5,39.1,24.3,7.120743582517397,26.315786365734684,33.12694010349582
A1CAP,2025-06-04,57.0,🟡 İZLE / TUT,62.81,48.4,21.1,17.91907163940747,18.208095592343376,29.768778081367152
A1CAP,2025-06-13,58.2,🟡 İZLE / TUT,67.49000000000001,77.4,25.9,0.24510365364791564,5.392163508399572,2.4509781005518594
A1CAP,2025-06-20,55.9,🟡 İZLE / TUT,61.3,45.0,34.2,5.1344750687624785,9.779941408490632,6.8459589859434455
A1CAP,2025-06-27,57.6,🟡 İZLE / TUT,62.550000000000004,41.3,23.5,4.418594696639544,-2.790705978450958,14.534883076207228
A1CAP,2025-07-04,55.4,🟡 İZLE / TUT,59.269999999999996,32.2,41.7,-6.904230703386882,-2.672603378088767,11.247219157767475
A1CAP,2025-07-11,52.5,🟡 İZLE / TUT,53.58,9.0,46.9,4.545456101034717,17.822975908885308,33.014358160617704
A1CAP,2025-07-21,60.0,🟡 İZLE / TUT,61.02,8.5,47.0,12.700236148971356,14.302059871107753,19.794056535648096
A1CAP,2025-07-28,62.6,🟢 AL,65.79,26.6,55.7,1.421313545447278,12.893395481268577,4.263960000286593
A1CAP,2025-08-04,63.2,🟢 AL,65.8,21.6,42.4,11.311312716020595,4.804809878958771,0.8008000554448502
A1CAP,2025-08-11,63.7,🟢 AL,70.33,55.2,33.7,-5.845320370680862,-7.64387982502821,-19.604319492905976
A1CAP,2025-08-18,63.9,🟢 AL,64.83,7.7,47.3,-1.9102178048166607,-3.8204447182703105,-9.837637634920549
A1CAP,2025-08-25,61.5,🟡 İZLE / TUT,61.5,0.0,50.0,-1.9474270109526737,-12.950348764346442,-5.550152123582819
A1CAP,2025-09-01,63.3,🟢 AL,63.3,0.0,68.0,-11.221451327567722,-6.256207880172282,4.76663863413378
A1CAP,2025-09-08,53.1,🟡 İZLE / TUT,53.1,0.0,50.0,5.592841425822104,8.50112152744924,46.8680171221884
A1CAP,2025-09-15,49.4,🟠 ZAYIF / BEKLE,49.4,0.0,50.0,2.7542398351598107,11.758481564535117,41.949154811150756
A1CAP,2025-09-22,53.8,🟡 İZLE / TUT,53.8,0.0,50.0,8.762890702923865,35.3608285837238,25.051550030492997
A1CAP,2025-09-29,65.6,🟢 AL,66.0,3.3,66.8,24.454975138027415,27.014212097344938,20.56872073044762
A1CAP,2025-10-06,63.1,🟢 AL,73.03,82.8,24.0,2.0563556872509103,-7.616146163625381,2.3610012432629945
A1CAP,2025-10-13,63.8,🟢 AL,71.28999999999999,62.4,16.2,-9.477608509280323,-5.0746221705941235,-3.507457662196878
A1CAP,2025-10-20,66.5,🟢 AL,69.33,23.6,29.7,4.863974831174889,10.799665734403519,-0.4122027226969083
A1CAP,2025-10-27,66.1,🟢 AL,68.3,18.4,43.6,5.660371841506828,1.650943661466009,-8.569183409636027
A1CAP,2025-11-04,67.2,🟢 AL,69.0,15.0,44.8,-3.794637582815863,-10.119045380494418,-11.30952047281244
A1CAP,2025-11-11,59.6,🟡 İZLE / TUT,60.02,3.5,48.8,-6.573862037184009,-10.054138902181487,-6.805878528004838
A1CAP,2025-11-18,52.5,🟡 İZLE / TUT,52.5,0.0,68.0,-3.725164007510029,-1.3245020564786825,-4.801323902062704
A1CAP,2025-11-25,47.6,🟠 ZAYIF / BEKLE,47.6,0.0,50.0,2.493550808249223,3.611350577481365,-7.136714664993404
A1CAP,2025-12-02,48.6,🟠 ZAYIF / BEKLE,48.6,0.0,50.0,1.0906049799400463,-3.52349055038369,-4.614095530323725
A1CAP,2025-12-09,54.4,🟡 İZLE / TUT,54.4,0.0,50.0,-4.564316863312201,-10.373443819205196,0.8298707569506902
A1CAP,2025-12-16,45.5,🟠 ZAYIF / BEKLE,45.5,0.0,50.0,-6.086954863175098,-1.1304357777471075,9.999996682871949
A1CAP,2025-12-23,42.4,🟠 ZAYIF / BEKLE,42.4,0.0,50.0,5.277774858867246,12.499994481051502,21.296297686253695
A1CAP,2025-12-30,40.9,🟠 ZAYIF / BEKLE,40.9,0.0,50.0,6.860156031855902,11.257693455185569,26.64907443683937
A1CAP,2026-01-07,53.0,🟡 İZLE / TUT,53.0,0.0,68.0,4.1152264666530325,7.8189365659780075,33.16873097262696
A1CAP,2026-01-14,53.8,🟡 İZLE / TUT,53.8,0.0,68.0,3.5573183913798045,13.83399251203552,30.197626956672117
A1CAP,2026-01-21,57.4,🟡 İZLE / TUT,59.8,20.0,43.0,9.923658009196924,23.511449114633542,32.67174545545082
A1CAP,2026-01-28,60.6,🟡 İZLE / TUT,65.04,37.0,40.0,12.361116206940448,14.374998261531147,14.652782404496477
A1CAP,2026-02-04,64.9,🟢 AL,72.54,63.6,30.7,1.7923300538254194,7.416556445965927,8.590848970526865
A1CAP,2026-02-11,68.0,🟢 AL,74.03,50.2,20.4,5.525196632365659,0.2428713855191722,2.0643604539327898
A1CAP,2026-02-18,68.3,🟢 AL,74.32,50.2,35.4,-5.005747835987762,1.0932137124984642,-8.515532875152608
A1CAP,2026-02-25,60.0,🟡 İZLE / TUT,63.78,31.5,39.0,6.420347978481966,1.8170759109726875,-13.143549643917307
A1CAP,2026-03-04,65.2,🟢 AL,67.02,15.2,44.7,-4.3255563009811375,-9.504838391009729,-15.367102197847526
A1CAP,2026-03-11,60.0,🟡 İZLE / TUT,60.06,0.5,49.8,-5.413443642611648,-14.693631123301298,-13.503864224912377
A1CAP,2026-03-18,57.3,🟡 İZLE / TUT,57.3,0.0,68.0,-9.811317631255278,-6.47798589737576,-10.188678769973624
A1CAP,2026-03-26,51.6,🟠 ZAYIF / BEKLE,51.6,0.0,50.0,3.6959534681423545,1.394698794539706,-0.9762924814020191
A1CAP,2026-04-02,49.6,🟠 ZAYIF / BEKLE,49.6,0.0,50.0,-2.219232859756326,-3.9677212987800137,-20.17484884390237
A1CAP,2026-04-09,45.8,🟠 ZAYIF / BEKLE,45.8,0.0,50.0,-1.788172142805844,-2.3383779469044796,-19.05089072459899
A1CAP,2026-04-16,44.6,🟠 ZAYIF / BEKLE,44.6,0.0,50.0,-0.5602235658404231,-16.87674994732419,-25.070027945730054
A1CAP,2026-04-24,43.5,🟠 ZAYIF / BEKLE,43.5,0.0,50.0,-16.40845038734289,-17.112671719304895,-30.63379919876581
A1CAP,2026-05-04,31.5,🔴 UZAK DUR / SAT,31.7,1.6,49.4,-0.84245517067838,-9.85678254064143,-12.72114779646195
A1CAP,2026-05-11,31.9,🔴 UZAK DUR / SAT,33.17,10.6,46.3,-9.090914247099679,-16.312659317081714,-8.241293367061697
A1CAP,2026-05-18,27.9,🔴 UZAK DUR / SAT,30.299999999999997,20.0,43.0,-7.943920027544249,-3.1775715761553913,-5.794391557112211
A1CAP,2026-05-26,27.9,🔴 UZAK DUR / SAT,30.299999999999997,20.0,43.0,5.177657415800252,9.644667740849222,11.3705567734401
A1CAP,2026-06-02,37.3,🔴 UZAK DUR / SAT,37.3,0.0,50.0,4.247109542846639,-2.7027002147700374,0.19305461801615298
A1CAP,2026-06-09,38.5,🔴 UZAK DUR / SAT,38.5,0.0,50.0,-6.666669021418025,1.5740747527003274,1.9444447633170325
A1CAP,2026-06-16,37.3,🔴 UZAK DUR / SAT,37.3,0.0,50.0,8.82936855217289,2.9761923909277677,-1.6865087061572304
A1CAP,2026-06-23,34.8,🔴 UZAK DUR / SAT,36.07,10.6,46.3,-5.378305726766319,0.36463045468877464,-11.121241908221414
A1CAP,2026-06-30,36.3,🔴 UZAK DUR / SAT,36.3,0.0,50.0,6.069365197447785,-4.527940865577951,-13.102116008507359
A1CAP,2026-07-07,43.7,🟠 ZAYIF / BEKLE,43.7,0.0,50.0,-9.990920604925746,-11.44414353032035,-17.25704389379066
A1CAP,2026-07-14,32.5,🔴 UZAK DUR / SAT,32.5,0.0,50.0,-1.6145292621158935,-8.980821426358055,-17.558020160540632
ACSEL,2022-08-26,39.8,🔴 UZAK DUR / SAT,40.599999999999994,6.6,47.7,1.655351533235172,3.395596012898916,3.692709140974526
ACSEL,2022-09-05,50.9,🟠 ZAYIF / BEKLE,50.9,0.0,68.0,1.7119064106475346,6.8893529518275765,3.6743205088845876
ACSEL,2022-09-12,48.6,🟠 ZAYIF / BEKLE,48.6,0.0,80.0,5.090305278790885,0.28735568973221604,21.92117669314935
ACSEL,2022-09-19,47.8,🟠 ZAYIF / BEKLE,49.349999999999994,12.9,63.5,-4.570307010068209,-3.0078135512635384,18.94531261680705
ACSEL,2022-09-26,48.9,🟠 ZAYIF / BEKLE,48.9,0.0,68.0,1.6373242015664147,21.571833113585704,30.78182189498002
ACSEL,2022-10-03,46.1,🟠 ZAYIF / BEKLE,46.1,0.0,80.0,19.613374386446193,22.633912041640116,16.79420231144193
ACSEL,2022-10-10,52.6,🟡 İZLE / TUT,59.99,61.6,31.4,2.525250767890874,7.5757587473320065,-0.16835348781104598
ACSEL,2022-10-17,57.0,🟡 İZLE / TUT,62.18,43.2,49.9,4.926111315616355,-4.761904462621491,12.151062008623082
ACSEL,2022-10-24,54.8,🟡 İZLE / TUT,60.4,46.7,21.7,-9.23317909790483,-7.1987521401842836,11.26760006574492
ACSEL,2022-10-31,54.1,🟡 İZLE / TUT,55.370000000000005,10.6,46.3,2.241377341963946,17.758614739000798,26.293104216285744
ACSEL,2022-11-07,50.9,🟠 ZAYIF / BEKLE,50.9,0.0,50.0,15.17706216450585,19.898818854057044,35.244518413309756
ACSEL,2022-11-14,60.3,🟡 İZLE / TUT,64.92,38.5,51.5,4.099563403351247,7.247443846210921,20.717426677787998
ACSEL,2022-11-21,64.2,🟢 AL,67.5,27.5,55.4,3.0239132038072825,12.798874672762018,12.728557870319278
ACSEL,2022-11-28,59.4,🟡 İZLE / TUT,64.34,41.2,23.6,9.488051040749523,12.559723895044584,7.576792343887573
ACSEL,2022-12-05,64.4,🟢 AL,70.84,53.7,34.2,2.8054868317564985,-0.06233821272306761,-3.179554287983266
ACSEL,2022-12-12,68.0,🟢 AL,70.81,23.4,44.8,-2.7895641885075984,-4.426922329521088,-14.49362865336823
ACSEL,2022-12-19,55.4,🟡 İZLE / TUT,56.51,9.3,46.7,-1.6843439979927766,-3.1191605041704595,-9.73175364838209
ACSEL,2022-12-26,55.8,🟡 İZLE / TUT,56.099999999999994,2.5,49.1,-1.459397785179184,-10.532993777343425,5.647205341838091
ACSEL,2023-01-02,51.1,🟠 ZAYIF / BEKLE,51.1,0.0,68.0,-9.207977004629619,-6.825491168969777,-3.41274065527184
ACSEL,2023-01-09,41.0,🟠 ZAYIF / BEKLE,41.0,0.0,50.0,2.6241136137932886,18.08510176244622,4.397157483517722
ACSEL,2023-01-16,46.2,🟠 ZAYIF / BEKLE,46.2,0.0,50.0,15.065648417522493,3.6627512787718475,-6.012449562259237
ACSEL,2023-01-23,67.7,🟢 AL,69.76,17.2,44.0,-9.909905602212898,-11.591592905991444,-17.35735298891077
ACSEL,2023-01-30,53.1,🟡 İZLE / TUT,53.1,0.0,50.0,-1.8666728179384195,-9.33334367617964,-9.066671756435774
ACSEL,2023-02-06,49.5,🟠 ZAYIF / BEKLE,49.5,0.0,50.0,-7.608700400414126,-6.5217327994478325,-5.84238714963764
ACSEL,2023-02-17,41.7,🟠 ZAYIF / BEKLE,41.7,0.0,50.0,1.1764826403320328,0.29412347444626175,-2.279409082783257
ACSEL,2023-02-24,43.0,🟠 ZAYIF / BEKLE,43.0,0.0,50.0,-0.872099071700716,0.7267418087165689,0.4360384092993108
ACSEL,2023-03-03,45.7,🟠 ZAYIF / BEKLE,45.7,0.0,50.0,1.6129070276326596,-2.5659853918412523,-7.331377212884171
ACSEL,2023-03-10,48.7,🟠 ZAYIF / BEKLE,48.7,0.0,50.0,-4.112560639897344,-0.28860597910465025,-10.533913881266043
ACSEL,2023-03-17,40.3,🟠 ZAYIF / BEKLE,40.3,0.0,50.0,3.987962017039526,-4.890891379368345,-3.160270048213676
ACSEL,2023-03-24,47.2,🟠 ZAYIF / BEKLE,47.2,0.0,50.0,-8.53834734731408,-10.274962057008652,-8.53834734731408
ACSEL,2023-03-31,39.2,🔴 UZAK DUR / SAT,39.2,0.0,50.0,-1.8987353271311957,1.8196168129991808,-13.844934495272454
ACSEL,2023-04-07,41.5,🟠 ZAYIF / BEKLE,41.5,0.0,50.0,3.790320290497462,1.9354850658274136,-19.354832137949252
ACSEL,2023-04-14,43.3,🟠 ZAYIF / BEKLE,43.3,0.0,50.0,-1.7870984687961111,-15.384610351697726,-20.27971986377667
ACSEL,2023-04-24,43.7,🟠 ZAYIF / BEKLE,43.7,0.0,50.0,-13.844934495272454,-20.886070429770264,-20.0949397944687
ACSEL,2023-05-02,30.8,🔴 UZAK DUR / SAT,30.8,0.0,50.0,-8.172631398105601,-5.785129079266927,6.795225403070226
ACSEL,2023-05-09,31.1,🔴 UZAK DUR / SAT,33.32,18.5,43.5,2.599989910621736,0.9999890532542244,24.099995690197296
ACSEL,2023-05-16,28.2,🔴 UZAK DUR / SAT,30.599999999999998,20.0,43.0,-1.559455180026148,13.35283311370401,16.959063891164927
ACSEL,2023-05-24,33.3,🔴 UZAK DUR / SAT,33.3,0.0,50.0,15.148522715921043,22.871296178817534,14.554459137627052
ACSEL,2023-05-31,36.3,🔴 UZAK DUR / SAT,38.239999999999995,16.2,44.3,6.706793348924744,3.181420947673641,39.294921570445936
ACSEL,2023-06-07,44.5,🟠 ZAYIF / BEKLE,45.68,9.8,46.6,-3.3037937797674832,-6.768738753342996,34.568901896951566
ACSEL,2023-06-14,44.7,🟠 ZAYIF / BEKLE,44.7,0.0,50.0,-3.583330834804277,35.00000318961156,56.58333912779434
ACSEL,2023-06-21,31.8,🔴 UZAK DUR / SAT,31.8,0.0,50.0,40.01728576446568,44.338819509187765,56.95766575619663
ACSEL,2023-07-03,50.9,🟠 ZAYIF / BEKLE,62.58,97.3,18.9,3.0864287370858445,15.98765587276938,16.17049857927617
ACSEL,2023-07-10,61.5,🟡 İZLE / TUT,71.46000000000001,83.0,24.0,12.514961759502906,8.742517286699591,10.533252877205035
ACSEL,2023-07-17,65.0,🟢 AL,75.8,90.0,21.5,-3.3528380704308525,0.15763979807243977,-7.464778541627759
ACSEL,2023-07-24,62.8,🟢 AL,69.56,56.4,18.3,3.6322617223478737,1.6467667249086881,-1.2763390570694533
ACSEL,2023-07-31,66.8,🟢 AL,70.50999999999999,30.9,54.2,-1.9159043375495677,-7.610421286950986,-3.2996202570673927
ACSEL,2023-08-07,67.8,🟢 AL,69.82,16.8,44.1,-5.8057495569910795,-2.8757489059037855,8.952790365235085
ACSEL,2023-08-14,64.3,🟢 AL,64.3,0.0,50.0,3.1105939452855003,4.66589532058852,16.474649041937095
ACSEL,2023-08-21,57.5,🟡 İZLE / TUT,57.5,0.0,50.0,1.508381744099263,12.178770119605975,7.374300311536275
ACSEL,2023-08-28,56.0,🟡 İZLE / TUT,56.0,0.0,68.0,10.511829853032783,11.282331924051036,10.071546560788924
ACSEL,2023-09-05,62.0,🟡 İZLE / TUT,64.58,21.5,57.5,0.6972123002966457,-4.282869033906456,8.466142835686297
ACSEL,2023-09-12,65.0,🟢 AL,65.09,0.7,64.8,-4.945600002661066,-1.0880301862190134,5.835803769618408
ACSEL,2023-09-19,56.0,🟡 İZLE / TUT,56.0,0.0,68.0,4.058275909952669,13.319467206041624,30.697194415649463
ACSEL,2023-09-26,56.0,🟡 İZLE / TUT,56.0,0.0,68.0,8.900004555239004,6.999996025630395,22.00000061144147
ACSEL,2023-10-03,62.0,🟡 İZLE / TUT,64.33,19.4,43.2,-1.744727686071701,15.335164943911206,5.968776060130132
ACSEL,2023-10-10,59.1,🟡 İZLE / TUT,59.410000000000004,2.5,49.1,17.383181815844107,14.018696395295205,40.46729845145298
ACSEL,2023-10-17,63.5,🟢 AL,68.54,42.0,38.3,-2.8662414568274786,-8.12101746101117,5.812101746101117
ACSEL,2023-10-24,59.7,🟡 İZLE / TUT,61.510000000000005,15.0,44.8,-5.409834935861291,23.19672377630264,14.34426660852961
ACSEL,2023-10-31,54.8,🟡 İZLE / TUT,54.8,0.0,50.0,30.242635365702863,15.164642470000977,18.457538231483706
ACSEL,2023-11-07,61.5,🟡 İZLE / TUT,72.78,94.0,20.1,-11.576848743397283,-7.185627098206837,-7.850971415925323
ACSEL,2023-11-14,67.1,🟢 AL,68.28,9.8,46.6,4.966144706206155,2.859294042735794,-1.7306232228831875
ACSEL,2023-11-21,60.9,🟡 İZLE / TUT,62.5,13.4,45.3,-2.0071716164934084,-0.7168548328419844,-16.63082392502456
ACSEL,2023-11-28,63.6,🟢 AL,64.06,3.8,48.7,1.3167461384027135,-4.462326237347092,-27.066572646917596
ACSEL,2023-12-05,62.7,🟢 AL,62.790000000000006,0.8,49.7,-5.703965628599395,-16.028872841799114,-15.306853133516308
ACSEL,2023-12-12,63.5,🟢 AL,63.5,0.0,68.0,-10.949460687321544,-23.66003432920809,-7.886676158991168
ACSEL,2023-12-19,54.4,🟡 İZLE / TUT,54.4,0.0,50.0,-14.273438139724881,0.8598428206430198,-0.3439423857073076
ACSEL,2023-12-26,49.2,🟠 ZAYIF / BEKLE,49.2,0.0,50.0,17.652966165881566,20.66199274733482,17.652966165881566
ACSEL,2024-01-03,43.9,🟠 ZAYIF / BEKLE,43.9,0.0,50.0,2.5575441737786475,-1.1935227863590692,12.53196970940893
ACSEL,2024-01-10,49.4,🟠 ZAYIF / BEKLE,49.4,0.0,50.0,-3.657524163977366,-2.4937650315076,24.023264509107612
ACSEL,2024-01-17,45.7,🟠 ZAYIF / BEKLE,45.7,0.0,50.0,1.2079398233968197,13.891288185581718,21.829159612206837
ACSEL,2024-01-24,47.5,🟠 ZAYIF / BEKLE,49.9,20.0,43.0,12.53196970940893,27.195214284690383,27.877234752080817
ACSEL,2024-01-31,50.9,🟠 ZAYIF / BEKLE,53.64,22.9,60.0,13.030292292178224,6.969691495358843,31.43939341301527
ACSEL,2024-02-07,46.7,🟠 ZAYIF / BEKLE,54.88,68.2,41.1,-5.361926147331387,0.5361997864667511,13.941030522795806
ACSEL,2024-02-14,48.9,🟠 ZAYIF / BEKLE,52.08,26.5,40.7,6.232297101672057,22.875359903901483,20.892353820231868
ACSEL,2024-02-21,57.5,🟡 İZLE / TUT,61.97,37.3,39.9,15.666669418153312,13.333337409609847,12.400002568054202
ACSEL,2024-02-28,58.3,🟡 İZLE / TUT,66.78,70.7,28.3,-2.0172898729435174,-1.613835422513099,-15.273781284393584
ACSEL,2024-03-06,60.2,🟡 İZLE / TUT,63.77,29.8,27.6,0.4117608605714862,-0.8235307129290437,-16.882357135580218
ACSEL,2024-03-13,56.4,🟡 İZLE / TUT,60.53,34.4,26.0,-1.2302259844001795,-13.88401094863515,-9.783242742445776
ACSEL,2024-03-20,55.4,🟡 İZLE / TUT,57.56,18.0,43.7,-12.811394062961423,-16.192173948205546,-2.491107171435891
ACSEL,2024-03-27,55.8,🟡 İZLE / TUT,55.8,0.0,50.0,-3.877547815921578,4.761912684697189,12.653074848863199
ACSEL,2024-04-03,47.6,🟠 ZAYIF / BEKLE,47.6,0.0,50.0,8.987973469584244,16.34819493862325,9.62491331962314
ACSEL,2024-04-16,54.4,🟡 İZLE / TUT,54.4,0.0,50.0,6.753241880484229,7.532472405230051,1.2986976892475743
ACSEL,2024-04-24,62.0,🟡 İZLE / TUT,62.0,0.0,68.0,0.7299361696370799,-5.77858695835104,-5.839414972487456
ACSEL,2024-05-02,63.2,🟢 AL,63.2,0.0,68.0,-6.461359329194105,-5.797109074634532,-12.4396208509282
ACSEL,2024-05-09,47.8,🟠 ZAYIF / BEKLE,47.8,0.0,50.0,0.7101346029789957,-0.06455858830044514,-12.84700117857417
ACSEL,2024-05-16,45.2,🟠 ZAYIF / BEKLE,45.2,0.0,50.0,-0.7692306184808984,-7.0512823025318365,-15.705129210127355
ACSEL,2024-05-23,41.1,🟠 ZAYIF / BEKLE,41.1,0.0,50.0,-6.3307497495035285,-12.790700085682783,-11.304903213612793
ACSEL,2024-05-30,40.2,🟠 ZAYIF / BEKLE,40.2,0.0,50.0,-6.896553905260938,-9.31034566368336,-6.275867005573921
ACSEL,2024-06-06,39.1,🔴 UZAK DUR / SAT,41.5,20.0,43.0,-2.592591208671513,1.7037137937465197,2.5185162035959774
ACSEL,2024-06-13,31.3,🔴 UZAK DUR / SAT,33.22,16.0,44.4,4.410655263011676,3.346003113934337,9.0494270235284
ACSEL,2024-06-25,37.4,🔴 UZAK DUR / SAT,39.8,20.0,43.0,-1.0196776817418374,0.8011530547467283,5.098321608843581
ACSEL,2024-07-02,34.8,🔴 UZAK DUR / SAT,34.8,0.0,50.0,1.8395886109906945,5.5187658329720835,2.2810952766705306
ACSEL,2024-07-09,43.0,🟠 ZAYIF / BEKLE,43.0,0.0,50.0,3.6127180717856255,4.263015276981008,-5.924852778005429
ACSEL,2024-07-17,46.5,🟠 ZAYIF / BEKLE,46.5,0.0,50.0,0.6276229571980263,-3.068336262979543,-12.133889273230992
ACSEL,2024-07-24,53.7,🟡 İZLE / TUT,53.7,0.0,68.0,-3.672907211322729,-9.771315387265322,-21.275127680247053
